11,1,"","Письма архиеп. Мелетия (Заборовского) архиеп. Иоанну","11 ноября 1935 — 7 января 1945 + б.д.","","оригиналыярлыки: митр. Мелетий (Заборовский), Харбин, Харбинская епархия, дело митр. Евлогия (Георгиевского), история РПЦЗ","митр. Мелетий (Заборовский), Харбин, Харбинская епархия, дело митр. Евлогия (Георгиевского), история РПЦЗ","оригиналы"
12,1,"","Указы Архиерейского Синода и письма из канцелярии архиеп. Иоанну, протокол совещания епископов Западной Европы, радиограммы митр. Анастасия (Грибановского), архиеп. Тихона (Троицкого)","17 ноября 1936 — 30 июня 1951","11 л.","ярлыки: Шанхай, Западно-Европейская епархия","Шанхай, Западно-Европейская епархия",""
13,1,"","Письма архиеп. Нестора (Анисимова) архиеп. Иоанну","31 мая 1937 — 8 апреля 1946","","ярлыки: история РПЦЗ, история Русской Церкви XX века, архим. Николай, Харбин, патр. Алексий I, митр. Мелетий (Заборовский), еп. Виктор (Святин, Пекинский), митр. Анастасий (Грибановский), еп. Елевферий (?)","история РПЦЗ, история Русской Церкви XX века, архим. Николай, Харбин, патр. Алексий I, митр. Мелетий (Заборовский), еп. Виктор (Святин, Пекинский), митр. Анастасий (Грибановский), еп. Елевферий (?)",""
14,1,"","Документы приюта свт. Тихона Задонского (Шанхай)","16 июля 1938 — 1951","7 л.","ярлыки: М. Козулина, М. Шахматова, остров Самарь","М. Козулина, М. Шахматова, остров Самарь",""
15,1,"","Послания, статьи, проповеди, черновые записи архиеп. Иоанна","не позднее декабря 1938 — не ранее 15 июля 1946 + б.д.","","оригиналы, рукописи, ветхие документы, на русс. и серб., нуждаются в разбореярлыки: житие св. Параскевы; убийство Царской семьи; царь Николай II","житие св. Параскевы; убийство Царской семьи; царь Николай II","оригиналы, рукописи, ветхие документы, на русс. и серб., нуждаются в разборе"
16,1,"","Книга входящих и исходящих писем","1938 — 1951","","ярлыки: Шанхай, Шанхайская епархия, Тубабао","Шанхай, Шанхайская епархия, Тубабао",""
17,1,"","Службы из Минеи, богослужебные указания архиеп. Иоанна, молитвы, проповеди, жития и открытки с изображением святых, «шанхайские листки», листки Радосте-Скорбященского собора (Сан-Франциско)","не позднее 1938 — не ранее 1965","","разложено по месяцам архиеп. Антонием (Медведевым) с его пометами, ветхие документыярлыки: Шанхай, Китай, царь Николай II; Западная Европа; св. Alban (святой неразделенной Церкви); статья о св. Иоанне Тобольском (в июньской Минее)","Шанхай, Китай, царь Николай II; Западная Европа; св. Alban (святой неразделенной Церкви); статья о св. Иоанне Тобольском (в июньской Минее)","разложено по месяцам архиеп. Антонием (Медведевым) с его пометами, ветхие документы"
18,1,"","Письма, рапорты и прошения иг. Ариадны (Мичуриной) архиеп. Иоанну","2 августа 1940 — 14 октября 1948","","ярлыки: иг. Руфина (Кокорева), Богородице-Владимирская женская обитель (Харбин), иг. Ариадна (Мичурина), приют св. кн. Ольги, обновление образа Владимирской иконы Божией Матери, обновление образа Господа-Саваофа","иг. Руфина (Кокорева), Богородице-Владимирская женская обитель (Харбин), иг. Ариадна (Мичурина), приют св. кн. Ольги, обновление образа Владимирской иконы Божией Матери, обновление образа Господа-Саваофа",""
19,1,"","Список облачений ризницы Богородицкого кафедрального собора (Шанхай), иконы гимназической школы (Шанхай)","12 октября 1940 + б.д.","8 л.","ярлыки: Шанхай, Шанхайская епархия","Шанхай, Шанхайская епархия",""
20,1,"","Материалы к жизнеописанию архиеп. Иоанна, творчество, посвященное архиеп. Иоанну","1940 — октябрь 1993 + б.д.","","ярлыки: архив архиеп. Антония (Медведева), Шанхай, Тубабао; Регина ван Сетерс, В. Рейер, В. Котляревский, О. Скопиченко","архив архиеп. Антония (Медведева), Шанхай, Тубабао; Регина ван Сетерс, В. Рейер, В. Котляревский, О. Скопиченко",""
21,1,"","Материалы к биографии архиеп. Иоанна, личные гражданские документы, декларация в защиту архиеп. Иоанна от клеветы, визитная карточка владыки и др.","не позднее 28 марта 1941 — не ранее 22 мая 1964","","фотографии, негативыярлыки: Белград, Шанхай, «Китайско-русская газета», митр. Анастасий (Грибановский), Г. Бологов, В. Красовский, Б. Купер, родословная Максимовичей","Белград, Шанхай, «Китайско-русская газета», митр. Анастасий (Грибановский), Г. Бологов, В. Красовский, Б. Купер, родословная Максимовичей","фотографии, негативы"
22,1,"","Выписки из книги указов и распоряжений архиеп. Иоанна","23 марта 1944 — 16 мая 1948","","ярлыки: Российская Духовная Миссия в Китае","Российская Духовная Миссия в Китае",""
23,1,"","Подписные листы на Свято-Богородицкий кафедральный собор (Шанхай), воззвания, расписки, выписки из книги указов и распоряжений архиеп. Иоанна, др. документы канцелярии Шанхайской епархии","не позднее 14 апреля 1944 — не ранее 29 мая 1949","39 л.","ярлыки: Российская Духовная Миссия в Китае, Шанхай, прот. Илья Вень; Свято-Богородицкий кафедральный собор (Шанхай), строительство Свято-Богородицкого кафедрального собора (Шанхай), еп. Виктор (Святин, Китайский)","Российская Духовная Миссия в Китае, Шанхай, прот. Илья Вень; Свято-Богородицкий кафедральный собор (Шанхай), строительство Свято-Богородицкого кафедрального собора (Шанхай), еп. Виктор (Святин, Китайский)",""
24,1,"","Сообщения и доклады из Совета Российской Духовной миссии в Китае архиеп. Иоанну","3 августа 1945 — 17 марта 1946","","ярлыки: прот. Михаил Барцевич, прот. Константин Заневский, Шанхай, Шанхайская епархия, прот. Илия Вень","прот. Михаил Барцевич, прот. Константин Заневский, Шанхай, Шанхайская епархия, прот. Илия Вень",""
25,1,"","Копии документов из дела Русской Духовной Миссии в Китае, посланные архиеп. Иоанну прот. Георгием Граббе","5 октября 1945 — 16 июня 1965","","ярлыки: Российская Духовная Миссия в Китае, Шанхай, еп. Виктор (Святин, Китайский), иеромон. Модест (Шуть), раскол в Шанхае 1946 года, история РПЦЗ, жизнеописание архиеп. Иоанна (Максимовича), РПЦЗ и МП в Китае после Второй мировой войны, исход из Китая после Второй мировой войны; прот. Матвей Медведев (Матфей Медведев)","Российская Духовная Миссия в Китае, Шанхай, еп. Виктор (Святин, Китайский), иеромон. Модест (Шуть), раскол в Шанхае 1946 года, история РПЦЗ, жизнеописание архиеп. Иоанна (Максимовича), РПЦЗ и МП в Китае после Второй мировой войны, исход из Китая после Второй мировой войны; прот. Матвей Медведев (Матфей Медведев)",""
26,1,"","Переписка архиеп. Иоанна и архиеп. Тихона (Троицкого)","21 апреля 1946 — 23 ноября 1953","","ярлыки: Шанхай, РДМ в Китае, митр. Мелетий (Заборовский, Китай), иг. Афанасий (Стуков), протодиак. Феодот Задорожный; иг. Ариадна (Мичурина); приезд шанхайцев в Сан-Франциско; детский приют свт. Тихона Задонского, социальное служение архиеп. Иоанна (Максимовича), болезнь архиеп. Иоанна (Максимовича), еп. Леонтий (Бартошевич)","Шанхай, РДМ в Китае, митр. Мелетий (Заборовский, Китай), иг. Афанасий (Стуков), протодиак. Феодот Задорожный; иг. Ариадна (Мичурина); приезд шанхайцев в Сан-Франциско; детский приют свт. Тихона Задонского, социальное служение архиеп. Иоанна (Максимовича), болезнь архиеп. Иоанна (Максимовича), еп. Леонтий (Бартошевич)",""
27,1,"","Письма еп. Серафима (Иванова (?)) архиеп. Иоанну","22 сентября 1946 — 30 сентября 1948","","ярлыки: возвращение в СССР после Второй мировой войны, история РПЦЗ, история Русской Церкви в XX веке, И. Гарднер, прот. Матвей Медведев, Пекинская миссия, архиеп. Виктор (Святин), исход из Китая после Второй мировой войны, Катакомбная Церковь, иг. Ариадна (Мичурина)","возвращение в СССР после Второй мировой войны, история РПЦЗ, история Русской Церкви в XX веке, И. Гарднер, прот. Матвей Медведев, Пекинская миссия, архиеп. Виктор (Святин), исход из Китая после Второй мировой войны, Катакомбная Церковь, иг. Ариадна (Мичурина)",""
28,1,"","Из книги указов и распоряжений архиеп. Иоанна (о переводах, награждениях, назначениях и пр.)","не позднее 6 апреля 1948 — не ранее января 1951 + б.д.","","ветхие документыярлыки: Пекинская Духовная православная миссия, Православная Церковь в Китае, Шанхай, Шанхайская епархия, Тубабао, Г. Кальфов, Г. Бордоков, о. Модест (Шуть)","Пекинская Духовная православная миссия, Православная Церковь в Китае, Шанхай, Шанхайская епархия, Тубабао, Г. Кальфов, Г. Бордоков, о. Модест (Шуть)","ветхие документы"
29,1,"","Переселение из Шанхая и острова Тубабао (переписка, поручительства, метрики, документы, газетные вырезки и др.)","28 июля 1948 — 18 апреля 1951 + б. д.","","ветхие документы, нуждаются в обработкеярлыки: Шанхай; Китай после Второй мировой войны; Австралия, письмо премьер-министра Австралии; Tolstoy Foundation, Тубабао, приют свт. Тихона Задонского, Ди-Пи, U. S. Senate, Washington, Sheridan Downey; Г. Бологов, Российская Эмигрантская Ассоциация","Шанхай; Китай после Второй мировой войны; Австралия, письмо премьер-министра Австралии; Tolstoy Foundation, Тубабао, приют свт. Тихона Задонского, Ди-Пи, U. S. Senate, Washington, Sheridan Downey; Г. Бологов, Российская Эмигрантская Ассоциация","ветхие документы, нуждаются в обработке"
30,1,"","Дела по завещаниям в пользу Церкви","10 октября 1949 — 5 июня 1964","","","",""
31,1,"","Выписки из книги указов и распоряжений архиеп. Иоанна, прошения и др. документы Шанхайской и Западно-Европейской епархий","не позднее 24 февраля 1950 — не ранее 18 июля 1953","37 л.","ярлыки: чтение Евангелия на Пасху,","чтение Евангелия на Пасху,",""
32,1,"","Переписка по Западно-Европейской епархии прот. Виктора Ильенко, игумена Луки (Родионова (?)), свящ. Александра Трубникова, иеромон. Феофана (Шишманова) и др.","не позднее 3 ноября 1950 — не ранее 10 января 1957","74 л.","ярлыки: Западно-Европейская епархия, еп. Нафанаил (Львов, Брюссельский), иеромон. Феофан (Шишманов), прот. Виктор Ильенко, Голландия, Брюссель, прот. Чедомир Остоич, Бразильская епархия","Западно-Европейская епархия, еп. Нафанаил (Львов, Брюссельский), иеромон. Феофан (Шишманов), прот. Виктор Ильенко, Голландия, Брюссель, прот. Чедомир Остоич, Бразильская епархия",""
33,1,"","Книга указов архиеп. Иоанна","9 июля 1951 — 31 декабря 1953","","рукописный материал","",""
34,1,"","Делопроизводство Западно-Европейской епархии указанного периода (выписки из книги указов и распоряжений архиеп. Иоанна и др.)","не позднее 24 июля 1951 — не ранее 1953","","ярлыки: иг. Лука (Родионов), о. Феофан (?), прот. Виктор Ильенко, о. Чедомир Остоич; посещение больниц, социальное служение архиеп. Иоанна (Максимовича)","иг. Лука (Родионов), о. Феофан (?), прот. Виктор Ильенко, о. Чедомир Остоич; посещение больниц, социальное служение архиеп. Иоанна (Максимовича)",""
35,1,"","Квитанции и чеки на имя архиеп. Иоанна","1951 — 1961","","","",""
36,1,"","Письма архиеп. Иоанну от разных лиц личного характера","1952 — 1965 + б.д.","","ветхие документыярлыки: кн. Мария Илларионовна Шаховская (?), О. Пантюхов, С. Дометиев-Павлов, Б. Уваров (СССР)","кн. Мария Илларионовна Шаховская (?), О. Пантюхов, С. Дометиев-Павлов, Б. Уваров (СССР)","ветхие документы"
37,1,"","Выписки из книги указов и распоряжений, письма архиеп. Иоанна (Западно-Европейская епархия)","не позднее 5 января 1953 — не ранее 25 июня 1960","","ярлыки: Белая армия, Царская семья","Белая армия, Царская семья",""
38,1,"","Книга указов архиеп. Иоанна","1 января 1954 — 8 декабря 1957","","рукописный материал","",""
39,1,"","Дело Н. М. Неклюдова","не позднее 1954 — сентябрь 1966","","ярлыки: архив еп. Нектария (Концевича), Нормальный приходской устав, «Наше время», архив митр. Анастасия (Грибановского), смута в Сан-Франциско (1964), строительство Радосте-Скорбященского собора","архив еп. Нектария (Концевича), Нормальный приходской устав, «Наше время», архив митр. Анастасия (Грибановского), смута в Сан-Франциско (1964), строительство Радосте-Скорбященского собора",""
40,1,"","Опись имущества и др. документация церкви Св. Тихона Задонского (Сан-Франциско)","29 августа 1957 + б.д.","9 л.","ярлыки: приход Св. Тихона Задонского (Сан-Франциско)","приход Св. Тихона Задонского (Сан-Франциско)",""
41,1,"","Книга указов архиеп. Иоанна (указы по Западно-Европейской епархии)","8 декабря 1957 — 10 марта 1964","","рукописный материал","",""
42,1,"","Пасхальные послания архиеп. Иоанна","1957 — 1966 + б.д.","","","",""
43,1,"","Указы Архиерейского Синода и письма из канцелярии архиеп. Иоанну (циркулярные и по епархии), письма в Арх. Синод","не позднее 28 января 1960 — не ранее 31 декабря 1963","","ярлыки: смута в Казанском приходе (Сан-Франциско), Общество мирян; службы св. царице Тамаре и мцц. Зинаиде и Филонилле (В. Хеке)","смута в Казанском приходе (Сан-Франциско), Общество мирян; службы св. царице Тамаре и мцц. Зинаиде и Филонилле (В. Хеке)",""
44,1,"","Различные документы Западно-Европейской епархии — отчеты, письма и др.","не позднее 1 сентября 1960 — не ранее 25 марта 1965","","ярлыки: Б. Трезвинский, В. Граббе, о. Чедомир Остоич, архим. Иаков (Аккердейк (?), Голландия)","Б. Трезвинский, В. Граббе, о. Чедомир Остоич, архим. Иаков (Аккердейк (?), Голландия)",""
45,1,"","Рапорты, докладные записки о посещении больных, требах — от священников ЗАЕ архиеп. Иоанну, переписка с администрациями больниц","не позднее 1960 — не ранее 1 декабря 1966","","ярлыки: социальное служение архиеп. Иоанна (Максимовича); прот. Николай Масич","социальное служение архиеп. Иоанна (Максимовича); прот. Николай Масич",""
46,1,"","Рапорты архиеп. Иоанну настоятеля Свято-Серафимовской церкви прот. Григория Кравчины","23 марта 1961 —2 сентября 1965","","ярлыки: церковь преп. Серафима Саровского (Монтерей), прот. Григорий Кравчина","церковь преп. Серафима Саровского (Монтерей), прот. Григорий Кравчина",""
47,1,"","Переписка архиеп. Иоанна с духовными лицами (поздравления и др.)","10 июля 1961 — 18 июня 1966 + б.д.","","ярлыки: архив еп. Нектария (Концевича), о. Евграф Ковалевский, Православная Французская Церковь; прот. Николай Домбровский, смута в Сан-Франциско; прот. Владимир Глиндский; архиеп. Антоний (Синкевич), митр. Филарет (Вознесенский), Курско-Коренная икона","архив еп. Нектария (Концевича), о. Евграф Ковалевский, Православная Французская Церковь; прот. Николай Домбровский, смута в Сан-Франциско; прот. Владимир Глиндский; архиеп. Антоний (Синкевич), митр. Филарет (Вознесенский), Курско-Коренная икона",""
48,1,"","Делопроизводство ЗАЕ в указанный период (Радосте-Скорбященский собор (Сан-Франциско) и др.)","29 апреля 1962 — 26 декабря 1963","","ярлыки: Радосте-Скорбященский собор (Сан-Франциско), чтение Евангелия на Пасху, смута в Сан-Франциско, Е. Храпов, прот. Николай Домбровский, архив еп. Нектария (Концевича), о. Серафим (Лисенко, Эраст Лисенко), прот. Владимир Глиндский; тарелочные сборы","Радосте-Скорбященский собор (Сан-Франциско), чтение Евангелия на Пасху, смута в Сан-Франциско, Е. Храпов, прот. Николай Домбровский, архив еп. Нектария (Концевича), о. Серафим (Лисенко, Эраст Лисенко), прот. Владимир Глиндский; тарелочные сборы",""
49,1,"","Письма главы Императорского Дома Вел. кн. Владимира Кирилловича и Леониды Георгиевны архиеп. Иоанну","18 мая 1962 — 24 мая 1965 + б. д.","27 л.","есть одно письмо от архиеп. Иоаннаярлыки: династический вопрос, Романовы, Вел. кн. Владимир Кириллович, Вел. кн. Леонида Георгиевна, Вел. кн. Мария Владимировна, дело Голеневского-Романова, иг. Тамара (Романова, Иерусалим: описание паломничества вел. кн. Владимира Кирилловича на Святую землю); монархическое движение за рубежом","династический вопрос, Романовы, Вел. кн. Владимир Кириллович, Вел. кн. Леонида Георгиевна, Вел. кн. Мария Владимировна, дело Голеневского-Романова, иг. Тамара (Романова, Иерусалим: описание паломничества вел. кн. Владимира Кирилловича на Святую землю); монархическое движение за рубежом","есть одно письмо от архиеп. Иоанна"
50,1,"","Письма архиеп. Иоанну в поддержку архиеп. Антония (Синкевича) (за его назначение архиереем Западно-Американской епархии)","23 сентября — 16 октября 1962","","ярлыки: смута в Лос-Анджелесе, смута в Сан-Франциско","смута в Лос-Анджелесе, смута в Сан-Франциско",""
51,1,"","Материалы, собранные прот. Виктором Ильенко для архиеп. Иоанна по смуте в Лос-Анджелесе (1963)","11 октября 1962 — 20 декабря 1963","","ярлыки: смута в Лос-Анджелесе (1963), Спасо-Преображенский собор (Лос-Анджелос), архиеп. Антоний (Синкевич), прот. Виктор (Ильенко), А. Симонович, О. Маковская, строительство Радосте-Скорбященского собора (Сан-Франциско), «Русская жизнь», Н. Алексеевская","смута в Лос-Анджелесе (1963), Спасо-Преображенский собор (Лос-Анджелос), архиеп. Антоний (Синкевич), прот. Виктор (Ильенко), А. Симонович, О. Маковская, строительство Радосте-Скорбященского собора (Сан-Франциско), «Русская жизнь», Н. Алексеевская",""
52,1,"","Общекадетское объединение: протоколы заседаний, поздравления архиеп. Иоанну","27 октября 1962 — 6 февраля 1966","","ярлыки: скауты, О. Пантюхов, ","скауты, О. Пантюхов,",""
53,1,"","Книга указов по ЗАЕ","21 ноября 1962 — 8 июня 1966","","ярлыки: социальное служение архиеп. Иоанна (Максимовича)","социальное служение архиеп. Иоанна (Максимовича)",""
54,1,"","Письма архиеп. Иоанну от архиереев и др. за 1963 год","не позднее 18 декабря 1962 — не ранее 9 января 1964","","ярлыки: архиеп. Виталий (Устинов), архиеп. Никодим (Нагаев, Англия), еп. Нафанаил (Львов), архиеп. Филофей (?), архиеп. Афанасий (Мартос), смута в Сан-Франциско, протодиак. Иоанн Гречишкин, архиеп. Никон (Рклицкий)","архиеп. Виталий (Устинов), архиеп. Никодим (Нагаев, Англия), еп. Нафанаил (Львов), архиеп. Филофей (?), архиеп. Афанасий (Мартос), смута в Сан-Франциско, протодиак. Иоанн Гречишкин, архиеп. Никон (Рклицкий)",""
55,1,"","Информационный бюллетень Российской Эмигрантской Ассоциации в Шанхае о Г. Бологове","1962","","ярлыки: Китай, Тубабао, Шанхай","Китай, Тубабао, Шанхай",""
56,1,"","Лагуна Хонда (списки)","10 января 1963 — 13 марта 1966","12 л.","ярлыки: социальное служение архиеп. Иоанна (Максимовича)","социальное служение архиеп. Иоанна (Максимовича)",""
57,1,"","Делопроизводство ЗАЕ указанного периода (прошения, письма, удостоверения, метрики и др.)","не позднее 10 января 1963 — не позднее 27 июня 1966 + б.д.","","ярлыки: прот. Павел Сахновский, А. Седельников, Н. Поршников, о. Василий Кондратович, Православная Церковь Франции, прот. Николай Польский, Ф. Дмитриев, чтец В. Вантц, смута в Сан-Франциско, И. Князев, архиеп. Тихон (Троицкий), профессор В. Николаев, Russian-American Institute; Е. Храпов, о. Николай Домбровский, М. Константинов, Радосте-Скорбященский собор (Сан-Франциско); Русский Центр (Russian Center), Г. Бологов; Архиерейский Синод РПЦЗ; архим. Ибрагим (A. Buna Ibrahim)","прот. Павел Сахновский, А. Седельников, Н. Поршников, о. Василий Кондратович, Православная Церковь Франции, прот. Николай Польский, Ф. Дмитриев, чтец В. Вантц, смута в Сан-Франциско, И. Князев, архиеп. Тихон (Троицкий), профессор В. Николаев, Russian-American Institute; Е. Храпов, о. Николай Домбровский, М. Константинов, Радосте-Скорбященский собор (Сан-Франциско); Русский Центр (Russian Center), Г. Бологов; Архиерейский Синод РПЦЗ; архим. Ибрагим (A. Buna Ibrahim)",""
58,1,"","Протоколы и др. документы Свято-Вознесенского прихода (Сакраменто)","12 января 1963 — не ранее 6 января 1966","","ярлыки: прот. Григорий Танасюк, прот. Феофан Рафалович; прот. Иоанн Волков","прот. Григорий Танасюк, прот. Феофан Рафалович; прот. Иоанн Волков",""
59,1,"57a.","Письма архиеп. Иоанна разным лицам за 1963 год","3 февраля 1963 — 7 января 1964","","ярлыки: строительство Радосте-Скорбященского собора; «Русская жизнь»; видение св. Франциска Ассизского","строительство Радосте-Скорбященского собора; «Русская жизнь»; видение св. Франциска Ассизского",""
60,1,"","Клевета на архиеп. Иоанна и письма в его защиту","12 февраля 1963 — 4 декабря 1966 + б.д.","","ярлыки: архив архиеп. Антония (Медведева), «Летопись», архиеп. Серафим (Иванов), архиеп. Антоний (Синкевич), Орловы, Н. Сигида, А. Кольцов-Мосальский, В. Шибинский, «Журнал Московской Патриархии»; Н. Барсуков, В. Рейер, Шанхай, Российская Духовная Миссия в Китае, Г. Бологов, смута в Сан-Франциско (1964), архиеп. Аверкий (Таушев), Сиракузы), «Новая заря»; материалы к жизнеописанию архиеп. Иоанна (Максимовича); Г. Скарятин, Гирилович","архив архиеп. Антония (Медведева), «Летопись», архиеп. Серафим (Иванов), архиеп. Антоний (Синкевич), Орловы, Н. Сигида, А. Кольцов-Мосальский, В. Шибинский, «Журнал Московской Патриархии»; Н. Барсуков, В. Рейер, Шанхай, Российская Духовная Миссия в Китае, Г. Бологов, смута в Сан-Франциско (1964), архиеп. Аверкий (Таушев), Сиракузы), «Новая заря»; материалы к жизнеописанию архиеп. Иоанна (Максимовича); Г. Скарятин, Гирилович",""
61,1,"","Протоколы и др. документы Свято-Николаевского собора (Сиэтл), рапорты прот. Андрея Наконечного","не позднее 17 февраля 1963 — не ранее января 1965","","ярлыки: архив еп. Нектария (Концевича), прот. Андрей Наконечный, о. Спиридон Могильников, диак. Иоанн Леонов","архив еп. Нектария (Концевича), прот. Андрей Наконечный, о. Спиридон Могильников, диак. Иоанн Леонов",""
